,tileID,X,Picture,AOI,Notes.Corrections,Date,Timepoint,file,Tank,Y,Run,Source,Type,Genotype
1001,312W,351,12,7,,6/25/20,Initial,I_12,35A,0.622,1,Mote,S,M-L-13
1006,313W,354,12,8,,6/25/20,Initial,I_12,33A,0.638,1,Mote,S,M-L-13
1007,313W,355,3,11,,6/25/20,Final,F_3,33A,0.462,1,Mote,S,M-L-13
1010,314W,357,12,11,,6/25/20,Initial,I_12,37A,0.626,1,Mote,S,M-L-13
1011,314W,356,25,9,,6/25/20,Final,F_25,37A,0,1,Mote,S,M-L-13
1014,315W,358,17,5,,6/25/20,Final,F_17,36A,0.105,1,Mote,S,M-L-13
1015,315W,359,12,12,,6/25/20,Initial,I_12,36A,0.638,1,Mote,S,M-L-13
1018,316W,361,12,10,,6/25/20,Initial,I_12,32A,0.612,1,Mote,S,M-L-13
1019,316W,360,1,7,,6/25/20,Final,F_1,32A,0.632,1,Mote,S,M-L-13
1024,317W,365,12,13,,6/25/20,Initial,I_12,35A,0.647,1,Mote,S,M-L-13
1025,317W,364,12,6,,6/25/20,Final,F_12,35A,0.324,1,Mote,S,M-L-13
1028,318W,367,5,14,,6/25/20,Final,F_5,34A,0.685,1,Mote,S,M-L-13
1029,318W,366,14,14,,6/25/20,Initial,I_14,34A,0.633,1,Mote,S,M-L-13
1034,319W,370,12,14,,6/25/20,Initial,I_12,35A,0.657,1,Mote,S,M-L-13
1035,319W,371,11,22,,6/25/20,Final,F_11,35A,0.405,1,Mote,S,M-L-13
1042,320W,374,12,15,,6/25/20,Initial,I_12,36A,0.648,1,Mote,S,M-L-13
1043,320W,375,17,8,,6/25/20,Final,F_17,36A,0.197,1,Mote,S,M-L-13
1048,321W,379,13,1,251,6/25/20,Initial,I_13,35A,0.623,1,Mote,A,M-L-13
1049,321W,378,12,7,,6/25/20,Final,F_12,35A,0.315,1,Mote,A,M-L-13
1056,322W,382,17,7,,6/25/20,Final,F_17,36A,0.149,1,Mote,A,M-L-13
1057,322W,383,13,8,,6/25/20,Initial,I_13,36A,0.647,1,Mote,A,M-L-13
1062,323W,386,12,16,,6/25/20,Initial,I_12,33A,0.63,1,Mote,A,M-L-13
1063,323W,387,3,15,,6/25/20,Final,F_3,33A,0.46,1,Mote,A,M-L-13
1066,324W,389,14,13,,6/25/20,Initial,I_14,32A,0.637,1,Mote,A,M-L-13
1067,324W,388,1,22,,6/25/20,Final,F_1,32A,0.638,1,Mote,A,M-L-13
1070,325W,390,7,5,,6/25/20,Final,F_7,34A,0.496,1,Mote,A,M-L-13
1071,325W,391,13,7,,6/25/20,Initial,I_13,34A,0.628,1,Mote,A,M-L-13
1076,326W,394,13,6,,6/25/20,Initial,I_13,34A,0.608,1,Mote,A,M-L-13
1077,326W,395,7,7,,6/25/20,Final,F_7,34A,0.574,1,Mote,A,M-L-13
1081,327W,397,13,5,,6/25/20,Initial,I_13,34B,0.62,1,Mote,A,M-L-13
550,229W,208,22,10,,6/25/20,Final,F_22,37A,0.081,1,Mote,A,M-L-20
555,230W,210,9,14,,6/25/20,Initial,I_9,34A,0.613,1,Mote,A,M-L-20
556,230W,209,5,12,,6/25/20,Final,F_5,34A,0.647,1,Mote,A,M-L-20
559,231W,212,12,2,,6/25/20,Final,F_12,35A,0.403,1,Mote,A,M-L-20
560,231W,211,9,12,,6/25/20,Initial,I_9,35A,0.634,1,Mote,A,M-L-20
563,232W,214,15,3,,6/25/20,Initial,I_15,34A,0.59,1,Mote,A,M-L-20
564,232W,213,5,19,,6/25/20,Final,F_5,34A,0.637,1,Mote,A,M-L-20
567,233W,215,9,17,,6/25/20,Initial,I_9,32B,0.626,1,Mote,S,M-L-20
568,233W,216,2,15,,6/25/20,Final,F_2,32B,0.636,1,Mote,S,M-L-20
573,234W,218,3,21,,6/25/20,Final,F_3,33A,0.443,1,Mote,S,M-L-20
574,234W,217,9,16,,6/25/20,Initial,I_9,33A,0.597,1,Mote,S,M-L-20
579,235W,219,8,8,,6/25/20,Final,F_8,34B,0.573,1,Mote,S,M-L-20
580,235W,220,9,4,,6/25/20,Initial,I_9,34B,0.594,1,Mote,S,M-L-20
585,236W,222,9,8,,6/25/20,Initial,I_9,37B,0.614,1,Mote,S,M-L-20
586,236W,221,27,14,,6/25/20,Final,F_27,37B,0.064,1,Mote,S,M-L-20
591,237W,223,9,11,,6/25/20,Initial,I_9,32A,0.637,1,Mote,S,M-L-20
592,237W,224,1,4,,6/25/20,Final,F_1,32A,0.537,1,Mote,S,M-L-20
595,238W,226,4,20,,6/25/20,Final,F_4,33B,0.614,1,Mote,S,M-L-20
596,238W,225,9,7,,6/25/20,Initial,I_9,33B,0.606,1,Mote,S,M-L-20
601,239W,228,25,8,,6/25/20,Final,F_25,37A,0,1,Mote,S,M-L-20
602,239W,227,10,19,,6/25/20,Initial,I_10,37A,0.649,1,Mote,S,M-L-20
605,240W,230,9,2,,6/25/20,Initial,I_9,35B,0.607,1,Mote,S,M-L-20
606,240W,229,16,2,,6/25/20,Final,F_16,35B,0.373,1,Mote,S,M-L-20
609,241W,231,5,15,,6/25/20,Final,F_5,34A,0.696,1,Mote,S,M-L-20
610,241W,232,9,10,,6/25/20,Initial,I_9,34A,0.625,1,Mote,S,M-L-20
615,242W,234,11,19,,6/25/20,Final,F_11,35A,0.426,1,Mote,S,M-L-20
616,242W,233,9,19,,6/25/20,Initial,I_9,35A,0.617,1,Mote,S,M-L-20
619,243W,235,9,9,,6/25/20,Initial,I_9,36B,0.622,1,Mote,S,M-L-20
620,243W,236,22,6,,6/25/20,Final,F_22,36B,0.126,1,Mote,S,M-L-20
623,244W,238,9,15,,6/25/20,Initial,I_9,36A,0.616,1,Mote,S,M-L-20
624,244W,237,17,1,,6/25/20,Final,F_17,36A,0.084,1,Mote,S,M-L-20
1102,332B,1602,14,13,NA,6/28/20,Initial,14_I,35B,0.627,3,Mote,A,M-L-36
1105,333B,1450,10,14,NA,6/28/20,Final,10_F,33B,0.627,3,Mote,S,M-L-36
1106,333B,1601,14,12,NA,6/28/20,Initial,14_I,33B,0.62,3,Mote,S,M-L-36
1109,334B,1626,15,16,NA,6/28/20,Final,15_F,34B,0.509,3,Mote,S,M-L-36
1110,334B,1600,14,11,NA,6/28/20,Initial,14_I,34B,0.634,3,Mote,S,M-L-36
1115,335B,1650,16,8,NA,6/28/20,Final,16_F,31B,0.618,3,Mote,A,M-L-36
1116,335B,1597,14,8,NA,6/28/20,Initial,14_I,31B,0.627,3,Mote,A,M-L-36
1121,336B,1399,1,4,NA,6/28/20,Final,1_F,31A,0.63,3,Mote,S,M-L-36
1122,336B,1497,11,12,NA,6/28/20,Initial,11_I,31A,0.632,3,Mote,S,M-L-36
1126,337B,1596,14,7,NA,6/28/20,Initial,14_I,32B,0.622,3,Mote,S,M-L-36
1127,337B,1987,6,14,NA,6/28/20,Final,6_F,32B,0.624,3,Mote,S,M-L-36
1130,338B,1591,14,2,NA,6/28/20,Initial,14_I,31A,0.634,3,Mote,S,M-L-36
1131,338B,1410,1,15,NA,6/28/20,Final,1_F,31A,0.626,3,Mote,S,M-L-36
1144,341B,1594,14,5,NA,6/28/20,Initial,14_I,32A,0.636,3,Mote,S,M-L-36
1145,341B,1915,4,8,NA,6/28/20,Final,4_F,32A,0.607,3,Mote,S,M-L-36
1150,342B,1593,14,4,NA,6/28/20,Initial,14_I,32A,0.636,3,Mote,S,M-L-36
1151,342B,1908,4,1,NA,6/28/20,Final,4_F,32A,0.611,3,Mote,S,M-L-36
1158,344B,1592,14,3,NA,6/28/20,Initial,14_I,32A,0.615,3,Mote,S,M-L-36
1159,344B,1923,4,16,NA,6/28/20,Final,4_F,32A,0.619,3,Mote,S,M-L-36
1164,345B,1590,14,1,NA,6/28/20,Initial,14_I,32B,0.556,3,Mote,S,M-L-36
1165,345B,2016,7,3,NA,6/28/20,Final,7_F,32B,0.613,3,Mote,S,M-L-36
1169,346B,1595,14,6,NA,6/28/20,Initial,14_I,32B,0.61,3,Mote,S,M-L-36
1170,346B,1993,6,20,NA,6/28/20,Final,6_F,32B,0.632,3,Mote,S,M-L-36
1179,348B,1872,26,14,NA,6/28/20,Final,26_F,36B,0.176,3,Mote,S,M-L-36
1180,348B,1598,14,9,NA,6/28/20,Initial,14_I,36B,0.627,3,Mote,S,M-L-36
1185,349B,1523,12,18,NA,6/28/20,Final,12_F,34A,0.601,3,Mote,S,M-L-36
1186,349B,1599,14,10,NA,6/28/20,Initial,14_I,34A,0.637,3,Mote,S,M-L-36
1197,351B,1603,14,14,NA,6/28/20,Initial,14_I,34B,0.638,3,Mote,S,M-L-36
1198,351B,1581,14,12,NA,6/28/20,Final,14_F,34B,0.572,3,Mote,S,M-L-36
1203,352B,1472,10,16,NA,6/28/20,Initial,10_I,36B,0.627,3,Mote,S,M-L-36
1204,352B,1860,26,2,NA,6/28/20,Final,26_F,36B,0.149,3,Mote,S,M-L-36
1207,353B,1845,21,16,NA,6/28/20,Final,21_F,36A,0.179,3,Mote,S,M-L-36
1208,353B,2002,6,9,NA,6/28/20,Initial,6_I,36A,0.654,3,Mote,S,M-L-36
1213,354B,1837,21,8,NA,6/28/20,Final,21_F,36A,0.14,3,Mote,S,M-L-36
1214,354B,1999,6,6,NA,6/28/20,Initial,6_I,36A,0.636,3,Mote,S,M-L-36
1219,355B,2048,8,9,NA,6/28/20,Final,8_F,33A,0.615,3,Mote,S,M-L-36
1220,355B,2000,6,7,NA,6/28/20,Initial,6_I,33A,0.64,3,Mote,S,M-L-36
1229,357B,1522,12,17,NA,6/28/20,Final,12_F,34A,0.583,3,Mote,S,M-L-36
1230,357B,2011,6,18,NA,6/28/20,Initial,6_I,34A,0.632,3,Mote,S,M-L-36
1239,359B,2010,6,17,NA,6/28/20,Initial,6_I,34B,0.647,3,Mote,S,M-L-36
1240,359B,1578,14,9,NA,6/28/20,Final,14_F,34B,0.571,3,Mote,S,M-L-36
209,14B,704,11,13,NA,6/26/20,Initial,11_I,32.5A,0.653,2,Mote,S,M-L-38
210,14B,1232,5,16,NA,6/26/20,Final,5_F,32.5A,0.649,2,Mote,S,M-L-38
252,15B,601,1,3,NA,6/26/20,Final,1_F,31.5A,0.667,2,Mote,S,M-L-38
253,15B,733,12,3,NA,6/26/20,Initial,12_I,31.5A,0.637,2,Mote,S,M-L-38
297,16B,807,15,1,NA,6/26/20,Final,15_F,34.5A,0.522,2,Mote,S,M-L-38
298,16B,732,12,2,NA,6/26/20,Initial,12_I,34.5A,0.62,2,Mote,S,M-L-38
340,17B,1188,4,11,NA,6/26/20,Final,4_F,31.5B,0.642,2,Mote,S,M-L-38
341,17B,734,12,4,NA,6/26/20,Initial,12_I,31.5B,0.645,2,Mote,S,M-L-38
370,18B,705,11,14,NA,6/26/20,Initial,11_I,33.5A,0.665,2,Mote,S,M-L-38
397,19B,1138,29,1,NA,6/26/20,Final,29_F,36.5B,0.201,2,Mote,S,M-L-38
398,19B,703,11,12,NA,6/26/20,Initial,11_I,36.5B,0.64,2,Mote,S,M-L-38
452,20B,701,11,10,NA,6/26/20,Initial,11_I,34.5B,0.66,2,Mote,S,M-L-38
453,20B,860,16,14,NA,6/26/20,Final,16_F,34.5B,0.595,2,Mote,S,M-L-38
502,21B,1279,6,16,NA,6/26/20,Initial,6_I,35.5B,0.652,2,Mote,S,M-L-38
503,21B,1057,23,3,NA,6/26/20,Final,23_F,35.5B,0.398,2,Mote,S,M-L-38
551,22B,1093,26,7,NA,6/26/20,Final,26_F,36.5A,0.111,2,Mote,S,M-L-38
552,22B,702,11,11,NA,6/26/20,Initial,11_I,36.5A,0.643,2,Mote,S,M-L-38
603,23B,731,12,1,NA,6/26/20,Initial,12_I,35.5A,0.626,2,Mote,S,M-L-38
604,23B,1011,20,1,NA,6/26/20,Final,20_F,35.5A,0.4,2,Mote,S,M-L-38
653,24B,715,12,4,NA,6/26/20,Final,12_F,33.5B,0.626,2,Mote,S,M-L-38
654,24B,1207,4,10,NA,6/26/20,Initial,4_I,33.5B,0.624,2,Mote,S,M-L-38
705,25B,726,12,15,NA,6/26/20,Final,12_F,33.5B,0.621,2,Mote,A,M-L-38
706,25B,1205,4,8,NA,6/26/20,Initial,4_I,33.5B,0.621,2,Mote,A,M-L-38
761,26B,1206,4,9,NA,6/26/20,Initial,4_I,33.5B,0.603,2,Mote,A,M-L-38
762,26B,683,11,8,NA,6/26/20,Final,11_F,33.5B,0.614,2,Mote,A,M-L-38
811,27B,1287,7,3,NA,6/26/20,Final,7_F,32.5B,0.639,2,Mote,S,M-L-38
812,27B,1167,3,12,NA,6/26/20,Initial,3_I,32.5B,0.625,2,Mote,S,M-L-38
875,28B,1216,4,19,NA,6/26/20,Initial,4_I,32.5B,0.635,2,Mote,A,M-L-38
876,28B,1331,8,12,NA,6/26/20,Final,8_F,32.5B,0.641,2,Mote,A,M-L-38
685,256B,1411,1,16,NA,6/28/20,Final,1_F,31A,0.589,3,Mote,S,M-L-4
686,256B,1797,2,6,NA,6/28/20,Initial,2_I,31A,0.596,3,Mote,S,M-L-4
699,259B,1404,1,9,NA,6/28/20,Final,1_F,31A,0.618,3,Mote,S,M-L-4
700,259B,1806,2,14,NA,6/28/20,Initial,2_I,31A,0.621,3,Mote,S,M-L-4
707,260B,1778,19,18,NA,6/28/20,Final,19_F,35B,0.483,3,Mote,S,M-L-4
708,260B,1795,2,4,NA,6/28/20,Initial,2_I,35B,0.599,3,Mote,S,M-L-4
712,261B,1448,10,12,NA,6/28/20,Final,10_F,33B,0.606,3,Mote,S,M-L-4
713,261B,1794,2,3,NA,6/28/20,Initial,2_I,33B,0.596,3,Mote,S,M-L-4
718,262B,1805,2,13,NA,6/28/20,Initial,2_I,35A,0.626,3,Mote,S,M-L-4
719,262B,1703,17,20,NA,6/28/20,Final,17_F,35A,0.465,3,Mote,S,M-L-4
724,263B,1511,12,6,NA,6/28/20,Final,12_F,34A,0.549,3,Mote,S,M-L-4
725,263B,1812,2,20,NA,6/28/20,Initial,2_I,34A,0.625,3,Mote,S,M-L-4
739,266B,1582,14,13,NA,6/28/20,Final,14_F,34B,0.551,3,Mote,S,M-L-4
740,266B,1793,2,2,NA,6/28/20,Initial,2_I,34B,0.606,3,Mote,S,M-L-4
749,268B,1847,22,1,NA,6/28/20,Final,22_F,36A,0.129,3,Mote,S,M-L-4
750,268B,1800,2,9,NA,6/28/20,Initial,2_I,36A,0.599,3,Mote,S,M-L-4
755,269B,1972,5,19,NA,6/28/20,Initial,5_I,36B,0.612,3,Mote,S,M-L-4
756,269B,1864,26,6,NA,6/28/20,Final,26_F,36B,0.108,3,Mote,S,M-L-4
763,270B,1807,2,15,NA,6/28/20,Initial,2_I,34B,0.623,3,Mote,S,M-L-4
764,270B,1583,14,14,NA,6/28/20,Final,14_F,34B,0.609,3,Mote,S,M-L-4
767,271B,1808,2,16,NA,6/28/20,Initial,2_I,34B,0.591,3,Mote,S,M-L-4
768,271B,1618,15,8,NA,6/28/20,Final,15_F,34B,0.56,3,Mote,S,M-L-4
776,273B,2017,7,4,NA,6/28/20,Final,7_F,32B,0.614,3,Mote,S,M-L-4
777,273B,1810,2,18,NA,6/28/20,Initial,2_I,32B,0.613,3,Mote,S,M-L-4
782,274B,1811,2,19,NA,6/28/20,Initial,2_I,36B,0.618,3,Mote,S,M-L-4
364,187W,171,13,13,,6/25/20,Final,F_13,35B,0.347,1,Mote,A,M-L-44
365,187W,170,15,12,,6/25/20,Initial,I_15,35B,0.618,1,Mote,A,M-L-44
366,188W,173,2,20,,6/25/20,Final,F_2,32B,0.635,1,Mote,A,M-L-44
367,188W,172,15,11,,6/25/20,Initial,I_15,32B,0.604,1,Mote,A,M-L-44
368,189W,174,8,17,,6/25/20,Final,F_8,34B,0.507,1,Mote,A,M-L-44
369,189W,175,16,1,,6/25/20,Initial,I_16,34B,0.628,1,Mote,A,M-L-44
373,190W,177,15,9,,6/25/20,Initial,I_15,37B,0.611,1,Mote,A,M-L-44
374,190W,176,27,11,,6/25/20,Final,F_27,37B,0.097,1,Mote,A,M-L-44
375,191W,178,13,19,,6/25/20,Final,F_13,35B,0.409,1,Mote,A,M-L-44
376,191W,179,15,8,,6/25/20,Initial,I_15,35B,0.608,1,Mote,A,M-L-44
377,192W,181,13,15,,6/25/20,Final,F_13,35B,0.423,1,Mote,A,M-L-44
378,192W,180,15,7,,6/25/20,Initial,I_15,35B,0.635,1,Mote,A,M-L-44
379,193W,183,15,6,,6/25/20,Initial,I_15,34B,0.615,1,Mote,S,M-L-44
380,193W,182,8,15,,6/25/20,Final,F_8,34B,0.579,1,Mote,S,M-L-44
381,194W,185,1,8,,6/25/20,Final,F_1,32A,0.576,1,Mote,S,M-L-44
382,194W,184,15,5,,6/25/20,Initial,I_15,32A,0.625,1,Mote,S,M-L-44
383,195W,187,13,20,,6/25/20,Final,F_13,35B,0.324,1,Mote,S,M-L-44
384,195W,186,15,4,,6/25/20,Initial,I_15,35B,0.607,1,Mote,S,M-L-44
385,196W,189,16,3,,6/25/20,Initial,I_16,37A,0.651,1,Mote,S,M-L-44
386,196W,188,25,14,,6/25/20,Final,F_25,37A,0,1,Mote,S,M-L-44
389,197W,1203,4,6,NA,6/26/20,Initial,4_I,32.5B,0.637,2,Mote,A,M-L-44
390,197W,1295,7,11,NA,6/26/20,Final,7_F,32.5B,0.667,2,Mote,A,M-L-44
391,198W,191,11,15,,6/25/20,Final,F_11,35A,0.364,1,Mote,S,M-L-44
392,198W,190,14,12,,6/25/20,Initial,I_14,35A,0.603,1,Mote,S,M-L-44
395,199W,193,21,3,,6/25/20,Final,F_21,36B,0.16,1,Mote,A,M-L-44
396,199W,192,13,20,,6/25/20,Initial,I_13,36B,0.656,1,Mote,A,M-L-44
405,200W,195,2,18,,6/25/20,Final,F_2,32B,0.636,1,Mote,S,M-L-44
406,200W,194,13,19,,6/25/20,Initial,I_13,32B,0.648,1,Mote,S,M-L-44
411,201W,197,13,18,,6/25/20,Initial,I_13,33B,0.639,1,Mote,S,M-L-44
412,201W,196,4,17,,6/25/20,Final,F_4,33B,0.629,1,Mote,S,M-L-44
415,202W,198,12,20,,6/25/20,Initial,I_12,36A,0.653,1,Mote,S,M-L-44
416,202W,199,17,3,,6/25/20,Final,F_17,36A,0.136,1,Mote,S,M-L-44
420,203W,201,3,14,,6/25/20,Final,F_3,33A,0.485,1,Mote,S,M-L-44
421,203W,200,14,15,,6/25/20,Initial,I_14,33A,0.645,1,Mote,S,M-L-44
424,204W,202,21,6,,6/25/20,Final,F_21,36B,0.176,1,Mote,S,M-L-44
425,204W,203,12,19,,6/25/20,Initial,I_12,36B,0.643,1,Mote,S,M-L-44
430,205W,205,27,10,,6/25/20,Final,F_27,37B,0.218,1,Mote,S,M-L-44
431,205W,204,12,18,,6/25/20,Initial,I_12,37B,0.635,1,Mote,S,M-L-44
436,206W,206,12,17,,6/25/20,Initial,I_12,34A,0.647,1,Mote,S,M-L-44
437,206W,207,7,1,,6/25/20,Final,F_7,34A,0.516,1,Mote,S,M-L-44
62,115G,1051,21,4,NA,6/26/20,Initial,21_I,33.5A,0.673,2,Mote,A,M-L-46
63,115G,1372,9,15,NA,6/26/20,Final,9_F,33.5A,0.558,2,Mote,A,M-L-46
66,116G,888,17,1,NA,6/26/20,Final,17_F,34.5B,0.426,2,Mote,S,M-L-46
67,116G,754,13,3,NA,6/26/20,Initial,13_I,34.5B,0.665,2,Mote,S,M-L-46
70,117G,753,13,2,NA,6/26/20,Initial,13_I,33.5A,0.647,2,Mote,S,M-L-46
71,117G,654,10,12,NA,6/26/20,Final,10_F,33.5A,0.561,2,Mote,S,M-L-46
74,118G,752,13,1,NA,6/26/20,Initial,13_I,32.5A,0.641,2,Mote,S,M-L-46
77,119G,757,13,6,NA,6/26/20,Initial,13_I,31.5B,0.632,2,Mote,S,M-L-46
78,119G,1183,4,6,NA,6/26/20,Final,4_F,31.5B,0.619,2,Mote,S,M-L-46
84,120G,978,19,17,NA,6/26/20,Initial,19_I,35.5A,0.656,2,Mote,S,M-L-46
85,120G,693,11,2,NA,6/26/20,Initial,11_I,35.5A,0.652,2,Mote,S,M-L-46
86,120G,957,19,9,NA,6/26/20,Final,19_F,35.5A,0.408,2,Mote,S,M-L-46
89,121G,755,13,4,NA,6/26/20,Initial,13_I,33.5A,0.654,2,Mote,S,M-L-46
90,121G,1358,9,1,NA,6/26/20,Final,9_F,33.5A,0.603,2,Mote,S,M-L-46
93,122G,763,13,12,NA,6/26/20,Initial,13_I,35.5A,0.669,2,Mote,S,M-L-46
94,122G,1046,21,3,NA,6/26/20,Final,21_F,35.5A,0.319,2,Mote,S,M-L-46
97,123G,980,19,19,NA,6/26/20,Initial,19_I,32.5B,0.686,2,Mote,S,M-L-46
98,123G,1337,8,18,NA,6/26/20,Final,8_F,32.5B,0.644,2,Mote,S,M-L-46
101,124G,760,13,9,NA,6/26/20,Initial,13_I,33.5A,0.633,2,Mote,A,M-L-46
102,124G,1366,9,9,NA,6/26/20,Final,9_F,33.5A,0.601,2,Mote,A,M-L-46
105,125G,921,17,14,NA,6/26/20,Initial,17_I,34.5A,0.655,2,Mote,A,M-L-46
106,125G,776,14,5,NA,6/26/20,Final,14_F,34.5A,0.46,2,Mote,A,M-L-46
109,126G,918,17,11,NA,6/26/20,Initial,17_I,32.5A,0.651,2,Mote,A,M-L-46
110,126G,1260,6,4,NA,6/26/20,Final,6_F,32.5A,0.643,2,Mote,A,M-L-46
112,127G,1234,5,18,NA,6/26/20,Final,5_F,32.5A,0.635,2,Mote,S,M-L-46
113,127G,917,17,10,NA,6/26/20,Initial,17_I,32.5A,0.638,2,Mote,S,M-L-46
116,128G,646,10,4,NA,6/26/20,Final,10_F,33.5A,0.59,2,Mote,S,M-L-46
117,128G,925,17,18,NA,6/26/20,Initial,17_I,33.5A,0.674,2,Mote,S,M-L-46
120,129G,919,17,12,NA,6/26/20,Initial,17_I,36.5A,0.673,2,Mote,S,M-L-46
121,129G,1099,26,13,NA,6/26/20,Final,26_F,36.5A,0.111,2,Mote,S,M-L-46
128,130G,772,14,1,NA,6/26/20,Final,14_F,34.5A,0.509,2,Mote,S,M-L-46
129,130G,915,17,8,NA,6/26/20,Initial,17_I,34.5A,0.667,2,Mote,S,M-L-46
132,131G,727,12,16,NA,6/26/20,Final,12_F,33.5B,0.616,2,Mote,S,M-L-46
133,131G,914,17,7,NA,6/26/20,Initial,17_I,33.5B,0.65,2,Mote,S,M-L-46
136,132G,908,17,1,NA,6/26/20,Initial,17_I,36.5B,0.653,2,Mote,S,M-L-46
137,132G,1118,28,1,NA,6/26/20,Final,28_F,36.5B,0.113,2,Mote,S,M-L-46
140,133G,600,1,2,NA,6/26/20,Final,1_F,31.5A,0.617,2,Mote,S,M-L-46
141,133G,920,17,13,NA,6/26/20,Initial,17_I,31.5A,0.647,2,Mote,S,M-L-46
607,241B,1965,5,12,NA,6/28/20,Initial,5_I,36B,0.62,3,Mote,S,M-L-47
608,241B,1865,26,7,NA,6/28/20,Final,26_F,36B,0.091,3,Mote,S,M-L-47
611,242B,1919,4,12,NA,6/28/20,Final,4_F,32A,0.627,3,Mote,S,M-L-47
612,242B,1964,5,11,NA,6/28/20,Initial,5_I,32A,0.62,3,Mote,S,M-L-47
617,243B,1695,17,12,NA,6/28/20,Final,17_F,35A,0.393,3,Mote,S,M-L-47
618,243B,1963,5,10,NA,6/28/20,Initial,5_I,35A,0.611,3,Mote,S,M-L-47
621,244B,1961,5,8,NA,6/28/20,Initial,5_I,32A,0.624,3,Mote,S,M-L-47
622,244B,1914,4,7,NA,6/28/20,Final,4_F,32A,0.629,3,Mote,S,M-L-47
625,245B,1962,5,9,NA,6/28/20,Initial,5_I,34B,0.626,3,Mote,S,M-L-47
626,245B,1615,15,5,NA,6/28/20,Final,15_F,34B,0.514,3,Mote,S,M-L-47
631,246B,1455,10,19,NA,6/28/20,Final,10_F,33B,0.633,3,Mote,S,M-L-47
632,246B,1959,5,6,NA,6/28/20,Initial,5_I,33B,0.614,3,Mote,S,M-L-47
635,247B,1960,5,7,NA,6/28/20,Initial,5_I,36A,0.611,3,Mote,S,M-L-47
636,247B,1850,23,1,NA,6/28/20,Final,23_F,36A,0.12,3,Mote,S,M-L-47
641,248B,1958,5,5,NA,6/28/20,Initial,5_I,34A,0.616,3,Mote,S,M-L-47
642,248B,1514,12,9,NA,6/28/20,Final,12_F,34A,0.574,3,Mote,S,M-L-47
647,249B,1980,6,7,NA,6/28/20,Final,6_F,32B,0.617,3,Mote,S,M-L-47
648,249B,1956,5,3,NA,6/28/20,Initial,5_I,32B,0.623,3,Mote,S,M-L-47
657,250B,1831,21,2,NA,6/28/20,Final,21_F,36A,0.128,3,Mote,S,M-L-47
658,250B,1957,5,4,NA,6/28/20,Initial,5_I,36A,0.603,3,Mote,S,M-L-47
661,251B,1928,4,1,NA,6/28/20,Initial,4_I,34B,0.617,3,Mote,S,M-L-47
662,251B,1574,14,5,NA,6/28/20,Final,14_F,34B,0.57,3,Mote,S,M-L-47
666,252B,1929,4,2,NA,6/28/20,Initial,4_I,35B,0.607,3,Mote,S,M-L-47
667,252B,1763,19,3,NA,6/28/20,Final,19_F,35B,0.358,3,Mote,S,M-L-47
675,254B,1409,1,14,NA,6/28/20,Final,1_F,31A,0.645,3,Mote,S,M-L-47
676,254B,1934,4,7,NA,6/28/20,Initial,4_I,31A,0.616,3,Mote,S,M-L-47
679,255B,1979,6,6,NA,6/28/20,Final,6_F,32B,0.615,3,Mote,S,M-L-47
680,255B,1935,4,8,NA,6/28/20,Initial,4_I,32B,0.616,3,Mote,S,M-L-47
1931,61G,490,7,19,,6/25/20,Initial,I_7,33B,0.587,1,Mote,A,M-L-48
1932,61G,491,4,9,,6/25/20,Final,F_4,33B,0.544,1,Mote,A,M-L-48
1935,62G,493,14,2,,6/25/20,Final,F_14,35B,0.241,1,Mote,A,M-L-48
1936,62G,492,7,16,,6/25/20,Initial,I_7,35B,0.603,1,Mote,A,M-L-48
1939,63G,494,24,1,"Lows 21, gain 8",6/25/20,Final,F_24,36B,0.101,1,Mote,A,M-L-48
1940,63G,495,10,3,,6/25/20,Initial,I_10,36B,0.582,1,Mote,A,M-L-48
1943,64G,497,13,9,,6/25/20,Final,F_13,35B,0.334,1,Mote,A,M-L-48
1944,64G,496,6,23,,6/25/20,Initial,I_6,35B,0.606,1,Mote,A,M-L-48
1947,65G,498,8,4,,6/25/20,Final,F_8,34B,0.499,1,Mote,A,M-L-48
1948,65G,499,10,1,247 & 248,6/25/20,Initial,I_10,34B,0.592,1,Mote,A,M-L-48
1951,66G,501,7,22,,6/25/20,Initial,I_7,32B,0.655,1,Mote,S,M-L-48
1952,66G,500,2,4,,6/25/20,Final,F_2,32B,0.614,1,Mote,S,M-L-48
1955,67G,502,3,3,,6/25/20,Final,F_3,33A,0.436,1,Mote,S,M-L-48
1956,67G,503,6,13,,6/25/20,Initial,I_6,33A,0.627,1,Mote,S,M-L-48
1958,68G,505,22,5,,6/25/20,Final,F_22,36B,0.15,1,Mote,S,M-L-48
1959,68G,504,6,8,,6/25/20,Initial,I_6,36B,0.629,1,Mote,S,M-L-48
1964,69G,507,6,12,,6/25/20,Initial,I_6,34A,0.61,1,Mote,S,M-L-48
1965,69G,506,5,10,,6/25/20,Final,F_5,34A,0.594,1,Mote,S,M-L-48
1969,70G,509,6,15,,6/25/20,Initial,I_6,35B,0.631,1,Mote,S,M-L-48
1970,70G,508,13,5,,6/25/20,Final,F_13,35B,0.288,1,Mote,S,M-L-48
1973,71G,511,6,19,,6/25/20,Initial,I_6,34A,0.609,1,Mote,S,M-L-48
1974,71G,510,5,8,,6/25/20,Final,F_5,34A,0.529,1,Mote,S,M-L-48
